时间,交易所委托号,委托类型,委托代码,委托价格,委托数量
93012910,375865,A,S,407100,200
93012910,375866,A,S,407100,200
93013050,376523,A,S,406600,900
93013050,276838,D,S,407200,600
93013220,289792,D,S,407200,122
93013300,378602,A,S,406700,579
93013450,283631,D,S,407200,200
93013450,283627,D,S,407200,400
93013450,283637,D,S,407200,400
93013590,321763,D,S,407200,500
93013590,382975,A,S,404900,700
93013740,384261,A,S,409800,500
93013740,384907,A,S,484800,500
93013890,277926,D,S,407200,1800
93013890,277927,D,S,407200,1200
93013890,386263,A,S,407100,300
93013890,386271,A,S,407100,200
93014040,386634,A,S,407100,297
93014080,388146,A,S,408600,200
93014080,388188,A,S,409800,200
93014240,334391,D,S,407200,299
93014380,389896,A,S,409900,1000
93014380,280931,D,S,407200,392
93014380,364000,D,S,407100,200
93014380,391155,A,S,404900,224
93014510,391506,A,S,407100,200
93014510,126432,D,S,412800,200
93014510,277342,D,S,407200,500
93014510,277343,D,S,407200,400
93014810,372104,D,S,404900,500
93014810,372105,D,S,404900,400
93014810,394865,A,S,404000,100
93014810,348613,D,S,407100,200
93014810,278249,D,S,407200,700
93014810,278257,D,S,407200,520
93014810,394928,A,S,404000,200
93014810,394930,A,S,404000,400
93014810,395027,A,S,404800,202
93014810,395054,A,S,404800,200
93014810,395060,A,S,404800,200
93014810,395062,A,S,404800,200
93014810,395072,A,S,404000,200
93014810,395131,A,S,404000,900
93014810,395144,A,S,404800,200
93014810,395146,A,S,404800,200
93014810,395161,A,S,404000,500
93014810,395373,A,S,419000,464
93014810,277141,D,S,407200,400
93014810,386634,D,S,407100,297
93014960,396933,A,S,404800,200
93014960,397043,A,S,404800,236
93015170,276898,D,S,407200,500
93015170,276914,D,S,407200,200
93015600,395373,D,S,419000,464
93015600,404221,A,S,407100,200
93016140,410354,A,S,411500,200
93016290,410619,A,S,406700,579
93016290,411739,A,S,404900,700
93016580,413670,A,S,404000,200
93016580,413843,A,B,386900,1000
93016770,414905,A,S,409700,800
93016770,415131,A,B,402200,200
93016770,415136,A,S,404800,300
93016770,415380,A,B,402200,200
93016770,415414,A,B,402200,200
93016770,416144,A,S,484600,1000
93016890,416950,A,S,407000,1000
93016890,362354,D,S,407100,200
93017020,417923,A,S,407100,500
93017020,418757,A,S,404900,200
93017020,418808,A,S,404900,300
93017020,334143,D,S,407100,1220
93017180,419256,A,S,407200,5000
93017180,370078,D,S,407100,1000
93017180,420201,A,S,404900,1000
93017280,277456,D,S,407700,200
93017510,422106,A,S,407100,1000
93017980,425221,A,B,402200,200
93018350,427590,A,B,402200,200
93018350,427595,A,B,402200,200
93018470,404221,D,S,407100,200
93018500,428465,A,S,404000,800
93018750,430048,A,B,402200,200
93018750,430099,A,B,402200,500
93018810,317685,D,S,407700,2819
93018810,317686,D,S,407700,1581
93019100,375866,D,S,407100,200
93019100,375865,D,S,407100,200
93019250,432666,A,S,407100,200
93019410,433597,A,B,402300,200
93019410,433599,A,S,403900,800
93019410,433600,A,B,402300,400
93019410,433601,A,B,402300,200
93019410,433603,A,B,402300,600
93019530,374616,D,S,407100,500
93019650,339859,D,S,408200,1000
93019920,420201,D,S,404900,300
93020080,276845,D,S,407200,200
93020100,437419,A,B,402300,200
93020100,437477,A,B,400100,200
93020200,438045,A,B,404100,300
93020220,273495,D,S,407800,200
93020600,416950,D,S,407000,1000
93020850,364349,D,S,407200,400
93021100,437477,D,B,400100,200
93022000,447913,A,B,402300,200
93022110,417923,D,S,407100,500
93022190,295988,D,S,407700,450
93022320,422106,D,S,407100,1000
93022360,449727,A,B,404900,800
93022420,449996,A,S,406800,800
93022470,386263,D,S,407100,300
93022470,386271,D,S,407100,200
93022540,450697,A,B,404200,2400
93022540,450700,A,B,404200,200
93022600,451027,A,B,403200,200
93022700,451501,A,S,404400,1801
93022760,451805,A,B,403200,200
93022850,452206,A,S,406700,1000
93022990,452717,A,B,403200,200
93023080,453115,A,S,404800,200
93023100,437419,D,B,402300,200
93023580,455371,A,B,403200,300
93023960,456929,A,B,390100,1700
93024060,457584,A,S,406800,2100
93024060,457650,A,S,404600,200
93024180,438045,D,B,404100,100
93025380,433597,D,B,402300,200
93025380,433601,D,B,402300,200
93025380,433603,D,B,402300,600
93025380,415131,D,B,402200,200
93025400,462721,A,S,404200,1063
93025400,462727,A,S,404200,544
93025400,462728,A,S,404200,240
93025400,462729,A,S,404200,200
93025430,462766,A,S,404200,200
93025430,462770,A,S,404200,1200
93025430,462783,A,S,404200,352
93025470,320076,D,S,407100,343
93025940,464584,A,S,404200,1100
93026070,453115,D,S,404800,200
93026100,465122,A,B,402400,200
93026100,465171,A,B,399300,200
93026190,465466,A,B,399300,200
93026320,465834,A,S,404200,1100
93027340,469684,A,S,404200,1100
93027440,430099,D,B,402200,500
93027610,470475,A,S,404200,1100
93027640,470572,A,S,404200,1100
93028090,472005,A,S,404200,1000
93028230,472539,A,B,404100,400
93028280,472999,A,S,403900,850
93028420,462721,D,S,404200,1063
93028420,462727,D,S,404200,544
93028420,462728,D,S,404200,240
93028440,462783,D,S,404200,352
93028510,462729,D,S,404200,200
93028660,474176,A,S,406900,600
93028830,470572,D,S,404200,1100
93028830,470475,D,S,404200,1100
93028830,469684,D,S,404200,1100
93028830,465834,D,S,404200,1100
93028830,464584,D,S,404200,1100
93028830,457584,D,S,406800,2100
93029070,475557,A,S,406600,200
93029100,465122,D,B,402400,200
93029150,465171,D,B,399300,200
93029180,465466,D,B,399300,200
93029580,477047,A,S,403900,1250
93029640,477301,A,S,403900,1250
93030040,275652,D,S,414800,2000
93030320,479610,A,B,403200,200
93030770,339664,D,S,407200,656
93031110,482437,A,B,403300,800
93031400,483744,A,B,403400,200
93031400,483763,A,B,403300,200
93031400,472005,D,S,404200,1000
93031400,483863,A,S,403300,72
93031440,415380,D,B,402200,200
93031440,483988,A,S,403300,300
93031440,483995,A,S,403300,500
93031480,415414,D,B,402200,200
93031540,484296,A,S,403300,500
93031770,189133,D,S,408300,400
93031910,485466,A,S,403300,500
93032090,475557,D,S,406600,200
93032090,486062,A,B,402300,200
93032170,486291,A,S,403300,500
93033000,489299,A,S,403300,500
93033030,489404,A,S,403300,500
93033100,489640,A,B,402200,200
93033160,430048,D,B,402200,200
93033160,425221,D,B,402200,200
93033160,427590,D,B,402200,200
93033160,427595,D,B,402200,200
93033190,490038,A,S,403300,500
93033340,490669,A,S,403300,500
93033570,491396,A,S,403300,200
93033570,491487,A,S,403300,200
93033890,492481,A,S,406900,300
93034410,494016,A,S,403800,800
93034410,494036,A,B,403200,200
93036480,500831,A,S,406600,3236
93036480,447913,D,B,402300,200
93036940,502205,A,S,407100,500
93037030,502474,A,B,403300,200
93037200,503073,A,B,402200,200
93037380,494016,D,S,403800,800
93037380,503623,A,S,403700,200
93037380,494036,D,B,403200,200
93037380,503633,A,B,403300,200
93037400,503735,A,S,403300,200
93037540,176091,D,B,397400,200
93037540,504100,A,S,404100,400
93037670,504451,A,S,403100,598
93038080,505825,A,S,403300,200
93038230,502205,D,S,407100,500
93038600,336914,D,S,408300,10412
93040090,511755,A,S,403800,200
93040150,486062,D,B,402300,200
93040190,503073,D,B,402200,200
93040380,512655,A,B,402400,200
93040380,433600,D,B,402300,400
93040410,462766,D,S,404200,200
93040410,462770,D,S,404200,1200
93040820,504451,D,S,403100,598
93040870,514278,A,S,403300,301
93041060,511755,D,S,403800,200
93041090,515005,A,B,400200,200
93042100,489640,D,B,402200,200
93042880,295648,D,S,408800,1100
93043100,520714,A,B,400100,200
93043240,451501,D,S,404400,401
93043390,521566,A,S,403200,300
93043530,522041,A,S,406300,400
93044380,167757,D,B,392100,500
93044730,504100,D,S,404100,400
93045350,477301,D,S,403900,1250
93046380,530135,A,B,402200,200
93049090,542173,A,S,404500,200
93050100,520714,D,B,400100,200
93050100,515005,D,B,400200,200
93052400,553662,A,B,400200,2000
93052560,554170,A,B,363800,300
93053950,557926,A,B,400200,200
93055110,561035,A,B,397100,500
93055870,505825,D,S,403300,200
93056080,564202,A,B,400100,200
93057810,569096,A,S,403300,400
93057810,569097,A,S,403300,300
93058100,259977,D,S,407700,2046
93058390,570856,A,B,402200,400
93058440,410354,D,S,411500,200
93058820,571874,A,S,403200,200
93058940,569096,D,S,403300,400
93058990,569097,D,S,403300,300
93059080,571874,D,S,403200,200
93059150,564202,D,B,400100,200
93100620,369683,D,B,388800,5000
93100890,577981,A,S,403200,223
93101440,391506,D,S,407100,200
93101440,452206,D,S,406700,1000
93101960,191838,D,B,402100,171
93102930,352147,D,S,410800,200
93104190,588332,A,S,403100,200
93104660,589825,A,S,402200,800
93104930,590557,A,B,400300,200
93104930,590612,A,B,400300,500
93105080,591020,A,S,403000,4700
93105380,577981,D,S,403200,223
93105960,593446,A,B,399800,500
93106410,301748,D,S,409500,200
93106680,595576,A,S,402100,400
93106680,595638,A,S,402100,200
93106810,590612,D,B,400300,500
93106840,590557,D,B,400300,200
93106890,596323,A,S,402100,200
93107090,596870,A,S,402100,200
93107380,597713,A,B,400300,900
93107400,597800,A,B,400500,600
93107430,597966,A,B,400100,200
93107780,599058,A,S,402000,200
93108060,599797,A,S,402000,200
93108060,599807,A,S,402000,200
93108450,599807,D,S,402000,200
93108450,599797,D,S,402000,200
93108520,601170,A,S,401900,600
93108580,601448,A,S,401900,200
93108720,261496,D,S,409700,200
93110390,607290,A,S,401800,400
93110760,608616,A,S,401700,200
93111930,612546,A,S,401600,223
93112140,613238,A,S,402100,3000
93112140,613273,A,S,401600,1659
93112310,613792,A,S,402000,1000
93112420,614155,A,S,400500,400
93112420,614253,A,S,400500,400
93112680,614155,D,S,400500,200
93112710,615291,A,S,400200,800
93112900,615828,A,S,400300,200
93112930,615872,A,S,400000,1800
93113100,542173,D,S,404500,200
93113160,616676,A,S,400000,200
93113240,616676,D,S,400000,200
93113340,614253,D,S,400500,400
93113340,615872,D,S,400000,1800
93113390,612546,D,S,401600,223
93113390,617372,A,S,399800,200
93113390,617451,A,S,399800,500
93113420,613273,D,S,401600,1659
93113420,617533,A,S,399700,200
93113460,617451,D,S,399800,500
93113490,617718,A,S,399700,200
93113630,618183,A,B,399800,1000
93113630,618188,A,B,399800,200
93113770,618552,A,B,399700,200
93114190,588332,D,S,403100,200
93114660,621219,A,B,400000,200
93115080,622388,A,B,399100,200
93115130,622575,A,S,400100,288
93115280,623152,A,B,400000,403
93115440,623660,A,B,400100,312
93115700,624493,A,S,400100,300
93115910,624955,A,B,400100,1300
93115970,615291,D,S,400200,800
93116160,625563,A,B,400200,800
93116380,626241,A,B,400300,2200
93116380,626251,A,B,400300,2400
93116380,626255,A,B,400300,200
93116450,626408,A,S,401600,800
93116480,626535,A,B,400400,200
93116640,618183,D,B,399800,777
93117020,627960,A,B,398000,1000
93117080,628193,A,B,400400,200
93117190,628529,A,B,400400,200
93118150,631020,A,B,400300,800
93118590,632334,A,B,391700,3000
93119390,634481,A,B,400400,1400
93119560,634971,A,B,400300,400
93120160,636491,A,B,391400,400
93120800,638161,A,B,398600,500
93121650,595576,D,S,402100,400
93121700,595638,D,S,402100,200
93121730,640545,A,S,401500,400
93121800,640726,A,S,401500,200
93121890,596323,D,S,402100,200
93121990,641096,A,S,401400,200
93122130,596870,D,S,402100,200
93122380,613792,D,S,402000,1000
93123270,644185,A,S,401300,200
93123510,601170,D,S,401900,600
93123580,644897,A,S,401200,200
93123610,601448,D,S,401900,200
93123690,645120,A,S,401200,200
93124100,622388,D,B,399100,200
93125080,648077,A,B,400400,200
93125430,631020,D,B,400300,800
93125490,648988,A,B,400500,400
93125520,649019,A,B,400200,200
93126780,246797,D,B,399100,400
93127290,261283,D,S,408700,200
93128400,655283,A,B,400600,200
93128620,624955,D,B,400100,1300
93129500,261196,D,S,408200,200
93130090,659048,A,B,400300,200
93132900,271145,D,S,407700,1000
93133170,666321,A,S,415000,500
93133820,634971,D,B,400300,400
93134090,648077,D,B,400400,200
93134570,669632,A,B,400600,864
93136410,673624,A,B,400600,477
93137090,675124,A,B,400700,200
93137380,618552,D,B,399700,200
93137380,675862,A,B,400800,200
93137560,649019,D,B,400200,200
93137560,659048,D,B,400300,200
93137640,618188,D,B,399800,200
93137640,676358,A,B,400600,200
93137640,676360,A,B,400500,200
93139750,681105,A,S,403800,200
93140420,626408,D,S,401600,100
93140980,648988,D,B,400500,400
93141010,683782,A,B,400100,1000
93141710,685344,A,S,402200,310
93141790,685459,A,S,402600,1548
93141790,685462,A,S,402400,929
93142120,686185,A,B,400700,200
93142230,686542,A,B,400800,767
93142950,688113,A,B,390000,1000
93143100,688467,A,B,401000,2000
93143160,688635,A,B,399600,310
93143240,688797,A,B,399200,1548
93143300,688939,A,B,399400,929
93143430,689190,A,B,401100,700
93143430,607290,D,S,401800,400
93143430,689197,A,B,401100,200
93143460,689256,A,B,401500,550
93143540,689439,A,B,401500,400
93143630,626255,D,B,400300,200
93143630,626241,D,B,400300,1330
93143630,625563,D,B,400200,800
93143630,626251,D,B,400300,2400
93143740,608616,D,S,401700,200
93145480,676360,D,B,400500,200
93145480,676358,D,B,400600,200
93145550,693752,A,B,401000,200
93145550,693755,A,B,401000,200
93145650,313119,D,S,409000,1681
93146100,675124,D,B,400700,200
93146380,695692,A,B,401600,1100
93146460,693752,D,B,401000,200
93146460,693755,D,B,401000,200
93146540,696049,A,B,401300,200
93146540,696053,A,B,401400,200
93146630,685344,D,S,402200,310
93146670,685462,D,S,402400,929
93146670,685459,D,S,402600,1548
93146670,688797,D,B,399200,1548
93147240,697641,A,S,403000,310
93147280,697823,A,S,403200,929
93147280,697824,A,S,403400,1548
93148130,699879,A,S,402000,400
93148200,700055,A,S,402000,200
93148330,700328,A,B,401300,200
93148600,701006,A,B,399800,1548
93150080,704453,A,S,402000,200
93150100,686185,D,B,400700,200
93152400,709296,A,B,401400,300
93152470,709480,A,S,401900,1659
93153520,686542,D,B,400800,767
93155390,709296,D,B,401400,300
93159010,301232,D,S,407200,200
93159100,722920,A,S,401400,250
93200490,477047,D,S,403900,968
93200650,709480,D,S,401900,1659
93200950,727554,A,B,401000,2300
93201220,728328,A,S,401300,200
93201220,728331,A,S,401300,200
93201450,728886,A,B,401000,200
93202050,730265,A,S,401300,200
93202100,730423,A,B,401100,200
93203060,704453,D,S,402000,200
93203260,699879,D,S,402000,400
93203470,728331,D,S,401300,200
93203560,728328,D,S,401300,200
93204470,728886,D,B,401000,200
93204550,737588,A,B,400900,200
93205600,700055,D,S,402000,200
93205660,740729,A,S,401200,2084
93206700,743559,A,S,400800,1499
93206700,743636,A,S,400800,1699
93207070,744554,A,S,401100,200
93207200,740729,D,S,401200,2084
93207440,655283,D,B,400600,200
93207490,745837,A,S,400800,1699
93207640,697823,D,S,403200,929
93207690,697641,D,S,403000,310
93207690,701006,D,B,399800,1548
93207690,697824,D,S,403400,1548
93208170,747536,A,S,402500,1548
93208200,747640,A,S,402100,310
93208230,747729,A,S,402300,929
93209440,751081,A,B,396000,2000
93209730,751839,A,B,399100,1548
93209890,752159,A,B,400600,200
93209890,514278,D,S,403300,301
93210270,753158,A,B,388800,1500
93210370,276761,D,S,407600,400
93211180,755286,A,S,400300,1
93211210,755338,A,S,400300,871
93211380,755712,A,B,400300,328
93211380,755714,A,B,400300,200
93213380,760503,A,B,400400,300
93213560,722920,D,S,401400,250
93213880,755712,D,B,400300,328
93213880,755714,D,B,400300,200
93214020,761983,A,B,400600,300
93214080,744554,D,S,401100,200
93214140,762194,A,B,400800,200
93214250,762504,A,B,400800,200
93214450,762890,A,B,400800,200
93215020,764027,A,S,402000,200
93215090,764195,A,B,400200,200
93216410,767440,A,B,400700,200
93216620,747536,D,S,402500,1548
93216650,747640,D,S,402100,310
93216650,747729,D,S,402300,929
93217130,768868,A,S,403000,929
93217200,769066,A,S,403200,1548
93217200,769068,A,S,402800,310
93221210,777777,A,B,400800,200
93221420,778250,A,B,390500,258
93226020,787748,A,B,400800,249
93228390,792007,A,B,400900,200
93228390,449996,D,S,406800,800
93228520,792308,A,S,402000,287
93230000,794886,A,B,400400,1000
93231470,797962,A,S,400800,8951
93234100,761983,D,B,400600,202
93234430,803679,A,B,400700,200
93234460,803774,A,B,400800,3011
93234630,804049,A,B,400900,800
93234630,804050,A,B,400900,2100
93235110,804839,A,B,401000,200
93235890,806462,A,B,400800,300
93236630,803679,D,B,400700,200
93237410,809417,A,B,401000,500
93237930,810401,A,B,401200,200
93237930,810424,A,B,401200,400
93240400,814689,A,B,401300,600
93240430,803774,D,B,400800,3011
93240460,814800,A,S,403200,500
93240560,751839,D,B,399100,1548
93240580,814997,A,B,401500,200
93242370,818032,A,B,399700,1548
93242390,818080,A,B,400000,243
93242960,819054,A,B,395000,200
93243590,688939,D,B,399400,929
